EmployeeKey,DateKey,WorkedHours,WorkedDays,Salary,HeadcountFlag,TenureMonths,DepartmentKey,PositionKey,date_fk
62.0,20221001.0,189.0,0.0,0.0,1.0,9.0,3.0,13.0,
62.0,20240101.0,171.0,0.0,0.0,1.0,24.0,3.0,13.0,
62.0,20230501.0,198.0,0.0,0.0,1.0,16.0,3.0,13.0,
62.0,20250601.0,177.0,0.0,0.0,1.0,41.0,3.0,13.0,
62.0,20230901.0,180.0,0.0,0.0,1.0,20.0,3.0,13.0,
62.0,20240401.0,140.5,0.0,0.0,1.0,27.0,3.0,13.0,
62.0,20231101.0,189.0,0.0,0.0,1.0,22.0,3.0,13.0,
62.0,20250201.0,153.0,0.0,0.0,1.0,37.0,3.0,13.0,
62.0,20230601.0,160.0,0.0,0.0,1.0,17.0,3.0,13.0,
62.0,20250401.0,189.0,0.0,0.0,1.0,39.0,3.0,13.0,
62.0,20221201.0,135.0,0.0,0.0,1.0,11.0,3.0,13.0,
62.0,20220301.0,189.0,0.0,0.0,1.0,1.0,3.0,13.0,
62.0,20221101.0,189.0,0.0,0.0,1.0,10.0,3.0,13.0,
62.0,20220201.0,180.0,0.0,0.0,1.0,1.0,3.0,13.0,
62.0,20240101.0,180.0,0.0,0.0,1.0,24.0,3.0,13.0,
62.0,20240501.0,198.0,0.0,0.0,1.0,28.0,3.0,13.0,
62.0,20220101.0,162.0,0.0,0.0,1.0,0.0,3.0,13.0,
62.0,20220901.0,198.0,0.0,0.0,1.0,8.0,3.0,13.0,
63.0,20250101.0,180.0,0.0,0.0,1.0,36.0,3.0,22.0,
63.0,20250101.0,99.0,0.0,0.0,1.0,36.0,3.0,22.0,
63.0,20231001.0,198.0,0.0,0.0,1.0,21.0,3.0,22.0,
63.0,20220101.0,144.0,0.0,0.0,1.0,0.0,3.0,22.0,
63.0,20230401.0,32.5,0.0,0.0,1.0,15.0,3.0,22.0,
63.0,20230301.0,180.5,0.0,0.0,1.0,14.0,3.0,22.0,
63.0,20250501.0,189.0,0.0,0.0,1.0,40.0,3.0,22.0,
63.0,20230101.0,198.0,0.0,0.0,1.0,12.0,3.0,22.0,
63.0,20240801.0,180.0,0.0,0.0,1.0,31.0,3.0,22.0,
63.0,20241101.0,153.0,0.0,0.0,1.0,34.0,3.0,22.0,
63.0,20220501.0,180.0,0.0,0.0,1.0,4.0,3.0,22.0,
63.0,20241001.0,207.0,0.0,0.0,1.0,33.0,3.0,22.0,
63.0,20240601.0,153.0,0.0,0.0,1.0,29.0,3.0,22.0,
63.0,20250301.0,126.0,0.0,0.0,1.0,38.0,3.0,22.0,
63.0,20230201.0,180.0,0.0,0.0,1.0,13.0,3.0,22.0,
63.0,20240201.0,189.0,0.0,0.0,1.0,25.0,3.0,22.0,
63.0,20230101.0,144.0,0.0,0.0,1.0,12.0,3.0,22.0,
63.0,20240301.0,145.0,0.0,0.0,1.0,26.0,3.0,22.0,
63.0,20220401.0,149.0,0.0,0.0,1.0,3.0,3.0,22.0,
63.0,20220601.0,198.0,0.0,0.0,1.0,5.0,3.0,22.0,
63.0,20241201.0,126.0,0.0,0.0,1.0,35.0,3.0,22.0,
63.0,20230801.0,207.0,0.0,0.0,1.0,19.0,3.0,22.0,
63.0,20240901.0,180.0,0.0,0.0,1.0,32.0,3.0,22.0,
63.0,20231201.0,144.0,0.0,0.0,1.0,23.0,3.0,22.0,
63.0,20221001.0,189.0,0.0,0.0,1.0,9.0,3.0,22.0,
63.0,20240101.0,162.0,0.0,0.0,1.0,24.0,3.0,22.0,
63.0,20230501.0,198.0,0.0,0.0,1.0,16.0,3.0,22.0,
63.0,20250601.0,177.0,0.0,0.0,1.0,41.0,3.0,22.0,
63.0,20230901.0,162.0,0.0,0.0,1.0,20.0,3.0,22.0,
63.0,20240401.0,140.5,0.0,0.0,1.0,27.0,3.0,22.0,
63.0,20231101.0,198.0,0.0,0.0,1.0,22.0,3.0,22.0,
63.0,20250201.0,180.0,0.0,0.0,1.0,37.0,3.0,22.0,
63.0,20230601.0,169.0,0.0,0.0,1.0,17.0,3.0,22.0,
63.0,20250401.0,189.0,0.0,0.0,1.0,39.0,3.0,22.0,
63.0,20221201.0,126.0,0.0,0.0,1.0,11.0,3.0,22.0,
63.0,20220301.0,153.0,0.0,0.0,1.0,1.0,3.0,22.0,
63.0,20221101.0,198.0,0.0,0.0,1.0,10.0,3.0,22.0,
63.0,20220201.0,144.0,0.0,0.0,1.0,1.0,3.0,22.0,
63.0,20240501.0,198.0,0.0,0.0,1.0,28.0,3.0,22.0,
63.0,20220101.0,189.0,0.0,0.0,1.0,0.0,3.0,22.0,
63.0,20220901.0,198.0,0.0,0.0,1.0,8.0,3.0,22.0,
64.0,20250101.0,186.63,0.0,0.0,1.0,36.0,1.0,1.0,
64.0,20250101.0,126.9,0.0,0.0,1.0,36.0,1.0,1.0,
64.0,20231001.0,200.86,0.0,0.0,1.0,21.0,1.0,1.0,
64.0,20220101.0,150.86,0.0,0.0,1.0,0.0,1.0,1.0,
64.0,20230401.0,132.1,0.0,0.0,1.0,15.0,1.0,1.0,
64.0,20230301.0,181.58,0.0,0.0,1.0,14.0,1.0,1.0,
64.0,20250501.0,183.36,0.0,0.0,1.0,40.0,1.0,1.0,
64.0,20230101.0,199.94,0.0,0.0,1.0,12.0,1.0,1.0,
64.0,20240801.0,91.6,0.0,0.0,1.0,31.0,1.0,1.0,
64.0,20241101.0,192.43,0.0,0.0,1.0,34.0,1.0,1.0,
64.0,20220501.0,175.1,0.0,0.0,1.0,4.0,1.0,1.0,
64.0,20241001.0,204.97,0.0,0.0,1.0,33.0,1.0,1.0,
64.0,20240601.0,155.69,0.0,0.0,1.0,29.0,1.0,1.0,
64.0,20250301.0,134.82,0.0,0.0,1.0,38.0,1.0,1.0,
64.0,20230201.0,171.96,0.0,0.0,1.0,13.0,1.0,1.0,
64.0,20240201.0,182.64,0.0,0.0,1.0,25.0,1.0,1.0,
64.0,20230101.0,187.04,0.0,0.0,1.0,12.0,1.0,1.0,
64.0,20240301.0,144.69,0.0,0.0,1.0,26.0,1.0,1.0,
64.0,20220401.0,133.61,0.0,0.0,1.0,3.0,1.0,1.0,
64.0,20220601.0,163.6,0.0,0.0,1.0,5.0,1.0,1.0,
64.0,20241201.0,152.92,0.0,0.0,1.0,35.0,1.0,1.0,
64.0,20230801.0,81.93,0.0,0.0,1.0,19.0,1.0,1.0,
64.0,20240901.0,192.12,0.0,0.0,1.0,32.0,1.0,1.0,
64.0,20231201.0,127.26,0.0,0.0,1.0,23.0,1.0,1.0,
64.0,20221001.0,181.9,0.0,0.0,1.0,9.0,1.0,1.0,
64.0,20240101.0,201.45,0.0,0.0,1.0,24.0,1.0,1.0,
64.0,20230501.0,191.0,0.0,0.0,1.0,16.0,1.0,1.0,
64.0,20250601.0,153.27,0.0,0.0,1.0,41.0,1.0,1.0,
64.0,20230901.0,171.08,0.0,0.0,1.0,20.0,1.0,1.0,
64.0,20240401.0,164.82,0.0,0.0,1.0,27.0,1.0,1.0,
64.0,20231101.0,200.79,0.0,0.0,1.0,22.0,1.0,1.0,
64.0,20250201.0,159.58,0.0,0.0,1.0,37.0,1.0,1.0,
64.0,20230601.0,170.31,0.0,0.0,1.0,17.0,1.0,1.0,
64.0,20250401.0,192.14,0.0,0.0,1.0,39.0,1.0,1.0,
64.0,20221201.0,144.53,0.0,0.0,1.0,11.0,1.0,1.0,
64.0,20220301.0,189.03,0.0,0.0,1.0,1.0,1.0,1.0,
64.0,20221101.0,194.72,0.0,0.0,1.0,10.0,1.0,1.0,
64.0,20220201.0,179.72,0.0,0.0,1.0,1.0,1.0,1.0,
64.0,20240101.0,187.17,0.0,0.0,1.0,24.0,1.0,1.0,
64.0,20240501.0,182.58,0.0,0.0,1.0,28.0,1.0,1.0,
64.0,20220101.0,153.99,0.0,0.0,1.0,0.0,1.0,1.0,
64.0,20220901.0,188.9,0.0,0.0,1.0,8.0,1.0,1.0,
65.0,20250101.0,189.5,0.0,0.0,1.0,36.0,1.0,11.0,
65.0,20250101.0,123.66,0.0,0.0,1.0,36.0,1.0,11.0,
65.0,20231001.0,200.56,0.0,0.0,1.0,21.0,1.0,11.0,
65.0,20220101.0,161.95,0.0,0.0,1.0,0.0,1.0,11.0,
65.0,20230401.0,121.53,0.0,0.0,1.0,15.0,1.0,11.0,
65.0,20230301.0,179.75,0.0,0.0,1.0,14.0,1.0,11.0,
65.0,20250501.0,135.89,0.0,0.0,1.0,40.0,1.0,11.0,
65.0,20230101.0,182.8,0.0,0.0,1.0,12.0,1.0,11.0,
65.0,20240801.0,202.96,0.0,0.0,1.0,31.0,1.0,11.0,
65.0,20241101.0,161.28,0.0,0.0,1.0,34.0,1.0,11.0,
65.0,20220501.0,162.37,0.0,0.0,1.0,4.0,1.0,11.0,
65.0,20241001.0,146.57,0.0,0.0,1.0,33.0,1.0,11.0,
65.0,20240601.0,109.46,0.0,0.0,1.0,29.0,1.0,11.0,
65.0,20250301.0,99.48,0.0,0.0,1.0,38.0,1.0,11.0,
65.0,20230201.0,185.0,0.0,0.0,1.0,13.0,1.0,11.0,
65.0,20240201.0,181.69,0.0,0.0,1.0,25.0,1.0,11.0,
65.0,20230101.0,169.01,0.0,0.0,1.0,12.0,1.0,11.0,
65.0,20240301.0,76.96,0.0,0.0,1.0,26.0,1.0,11.0,
65.0,20220401.0,149.8,0.0,0.0,1.0,3.0,1.0,11.0,
65.0,20220601.0,198.4,0.0,0.0,1.0,5.0,1.0,11.0,
65.0,20241201.0,179.1,0.0,0.0,1.0,35.0,1.0,11.0,
65.0,20230801.0,180.85,0.0,0.0,1.0,19.0,1.0,11.0,
65.0,20240901.0,165.23,0.0,0.0,1.0,32.0,1.0,11.0,
65.0,20231201.0,146.07,0.0,0.0,1.0,23.0,1.0,11.0,
65.0,20221001.0,189.09,0.0,0.0,1.0,9.0,1.0,11.0,
65.0,20240101.0,141.47,0.0,0.0,1.0,24.0,1.0,11.0,
65.0,20230501.0,139.41,0.0,0.0,1.0,16.0,1.0,11.0,
65.0,20250601.0,164.69,0.0,0.0,1.0,41.0,1.0,11.0,
65.0,20230901.0,157.5,0.0,0.0,1.0,20.0,1.0,11.0,
65.0,20240401.0,108.23,0.0,0.0,1.0,27.0,1.0,11.0,
65.0,20231101.0,131.49,0.0,0.0,1.0,22.0,1.0,11.0,
65.0,20250201.0,114.36,0.0,0.0,1.0,37.0,1.0,11.0,
65.0,20230601.0,150.33,0.0,0.0,1.0,17.0,1.0,11.0,
65.0,20250401.0,143.95,0.0,0.0,1.0,39.0,1.0,11.0,
65.0,20221201.0,192.9,0.0,0.0,1.0,11.0,1.0,11.0,
65.0,20220301.0,214.42,0.0,0.0,1.0,1.0,1.0,11.0,
65.0,20221101.0,149.26,0.0,0.0,1.0,10.0,1.0,11.0,
65.0,20220201.0,187.54,0.0,0.0,1.0,1.0,1.0,11.0,
65.0,20240101.0,171.27,0.0,0.0,1.0,24.0,1.0,11.0,
65.0,20240501.0,154.93,0.0,0.0,1.0,28.0,1.0,11.0,
65.0,20220101.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,
65.0,20220901.0,197.52,0.0,0.0,1.0,8.0,1.0,11.0,
66.0,20250101.0,171.0,0.0,0.0,1.0,36.0,3.0,14.0,
66.0,20250101.0,126.0,0.0,0.0,1.0,36.0,3.0,14.0,
66.0,20231001.0,189.0,0.0,0.0,1.0,21.0,3.0,14.0,
66.0,20220101.0,135.0,0.0,0.0,1.0,0.0,3.0,14.0,
66.0,20230401.0,120.5,0.0,0.0,1.0,15.0,3.0,14.0,
66.0,20230301.0,180.5,0.0,0.0,1.0,14.0,3.0,14.0,
66.0,20250501.0,180.0,0.0,0.0,1.0,40.0,3.0,14.0,
66.0,20230101.0,198.0,0.0,0.0,1.0,12.0,3.0,14.0,
66.0,20240801.0,135.0,0.0,0.0,1.0,31.0,3.0,14.0,
66.0,20241101.0,189.0,0.0,0.0,1.0,34.0,3.0,14.0,
66.0,20220501.0,180.0,0.0,0.0,1.0,4.0,3.0,14.0,
66.0,20241001.0,189.0,0.0,0.0,1.0,33.0,3.0,14.0,
66.0,20240601.0,171.0,0.0,0.0,1.0,29.0,3.0,14.0,
66.0,20250301.0,133.0,0.0,0.0,1.0,38.0,3.0,14.0,
66.0,20230201.0,162.0,0.0,0.0,1.0,13.0,3.0,14.0,
66.0,20240201.0,171.0,0.0,0.0,1.0,25.0,3.0,14.0,
66.0,20230101.0,135.0,0.0,0.0,1.0,12.0,3.0,14.0,
66.0,20240301.0,145.0,0.0,0.0,1.0,26.0,3.0,14.0,
66.0,20220401.0,149.0,0.0,0.0,1.0,3.0,3.0,14.0,
66.0,20220601.0,198.0,0.0,0.0,1.0,5.0,3.0,14.0,
66.0,20241201.0,126.0,0.0,0.0,1.0,35.0,3.0,14.0,
66.0,20230801.0,171.0,0.0,0.0,1.0,19.0,3.0,14.0,
66.0,20240901.0,180.0,0.0,0.0,1.0,32.0,3.0,14.0,
66.0,20231201.0,144.0,0.0,0.0,1.0,23.0,3.0,14.0,
66.0,20221001.0,189.0,0.0,0.0,1.0,9.0,3.0,14.0,
66.0,20240101.0,162.0,0.0,0.0,1.0,24.0,3.0,14.0,
66.0,20230501.0,198.0,0.0,0.0,1.0,16.0,3.0,14.0,
66.0,20250601.0,177.0,0.0,0.0,1.0,41.0,3.0,14.0,
66.0,20230901.0,180.0,0.0,0.0,1.0,20.0,3.0,14.0,
66.0,20240401.0,140.5,0.0,0.0,1.0,27.0,3.0,14.0,
66.0,20231101.0,198.0,0.0,0.0,1.0,22.0,3.0,14.0,
66.0,20250201.0,180.0,0.0,0.0,1.0,37.0,3.0,14.0,
66.0,20230601.0,169.0,0.0,0.0,1.0,17.0,3.0,14.0,
66.0,20250401.0,189.0,0.0,0.0,1.0,39.0,3.0,14.0,
66.0,20221201.0,153.0,0.0,0.0,1.0,11.0,3.0,14.0,
66.0,20220301.0,189.0,0.0,0.0,1.0,1.0,3.0,14.0,
66.0,20221101.0,198.0,0.0,0.0,1.0,10.0,3.0,14.0,
66.0,20220201.0,180.0,0.0,0.0,1.0,1.0,3.0,14.0,
66.0,20240501.0,189.0,0.0,0.0,1.0,28.0,3.0,14.0,
66.0,20220101.0,189.0,0.0,0.0,1.0,0.0,3.0,14.0,
66.0,20220901.0,198.0,0.0,0.0,1.0,8.0,3.0,14.0,
67.0,20250101.0,197.79,0.0,0.0,1.0,36.0,1.0,3.0,
67.0,20250101.0,130.03,0.0,0.0,1.0,36.0,1.0,3.0,
67.0,20231001.0,198.5,0.0,0.0,1.0,21.0,1.0,3.0,
67.0,20220101.0,176.04,0.0,0.0,1.0,0.0,1.0,3.0,
67.0,20230401.0,135.36,0.0,0.0,1.0,15.0,1.0,3.0,
67.0,20230301.0,169.17,0.0,0.0,1.0,14.0,1.0,3.0,
67.0,20250501.0,188.78,0.0,0.0,1.0,40.0,1.0,3.0,
67.0,20230101.0,206.23,0.0,0.0,1.0,12.0,1.0,3.0,
67.0,20240801.0,90.53,0.0,0.0,1.0,31.0,1.0,3.0,
67.0,20241101.0,196.05,0.0,0.0,1.0,34.0,1.0,3.0,
67.0,20220501.0,183.99,0.0,0.0,1.0,4.0,1.0,3.0,
67.0,20241001.0,184.54,0.0,0.0,1.0,33.0,1.0,3.0,
67.0,20240601.0,170.17,0.0,0.0,1.0,29.0,1.0,3.0,
67.0,20250301.0,132.86,0.0,0.0,1.0,38.0,1.0,3.0,
67.0,20230201.0,172.47,0.0,0.0,1.0,13.0,1.0,3.0,
67.0,20240201.0,188.75,0.0,0.0,1.0,25.0,1.0,3.0,
67.0,20230101.0,170.76,0.0,0.0,1.0,12.0,1.0,3.0,
67.0,20240301.0,149.72,0.0,0.0,1.0,26.0,1.0,3.0,
67.0,20220401.0,138.1,0.0,0.0,1.0,3.0,1.0,3.0,
67.0,20220601.0,197.21,0.0,0.0,1.0,5.0,1.0,3.0,
67.0,20241201.0,158.63,0.0,0.0,1.0,35.0,1.0,3.0,
67.0,20230801.0,86.77,0.0,0.0,1.0,19.0,1.0,3.0,
67.0,20240901.0,188.93,0.0,0.0,1.0,32.0,1.0,3.0,
67.0,20231201.0,154.76,0.0,0.0,1.0,23.0,1.0,3.0,
67.0,20221001.0,187.87,0.0,0.0,1.0,9.0,1.0,3.0,
67.0,20240101.0,213.38,0.0,0.0,1.0,24.0,1.0,3.0,
67.0,20230501.0,198.76,0.0,0.0,1.0,16.0,1.0,3.0,
67.0,20250601.0,177.93,0.0,0.0,1.0,41.0,1.0,3.0,
67.0,20230901.0,181.94,0.0,0.0,1.0,20.0,1.0,3.0,
67.0,20240401.0,161.54,0.0,0.0,1.0,27.0,1.0,3.0,
67.0,20231101.0,199.51,0.0,0.0,1.0,22.0,1.0,3.0,
67.0,20250201.0,179.6,0.0,0.0,1.0,37.0,1.0,3.0,
67.0,20230601.0,177.36,0.0,0.0,1.0,17.0,1.0,3.0,
67.0,20250401.0,191.33,0.0,0.0,1.0,39.0,1.0,3.0,
67.0,20221201.0,152.53,0.0,0.0,1.0,11.0,1.0,3.0,
67.0,20220301.0,204.3,0.0,0.0,1.0,1.0,1.0,3.0,
67.0,20221101.0,191.82,0.0,0.0,1.0,10.0,1.0,3.0,
67.0,20220201.0,178.96,0.0,0.0,1.0,1.0,1.0,3.0,
67.0,20240101.0,197.98,0.0,0.0,1.0,24.0,1.0,3.0,
67.0,20240501.0,191.31,0.0,0.0,1.0,28.0,1.0,3.0,
67.0,20220101.0,180.52,0.0,0.0,1.0,0.0,1.0,3.0,
67.0,20220901.0,200.25,0.0,0.0,1.0,8.0,1.0,3.0,
68.0,20250101.0,180.59,0.0,0.0,1.0,36.0,1.0,3.0,
68.0,20250101.0,132.41,0.0,0.0,1.0,36.0,1.0,3.0,
68.0,20231001.0,188.15,0.0,0.0,1.0,21.0,1.0,3.0,
68.0,20220101.0,163.75,0.0,0.0,1.0,0.0,1.0,3.0,
68.0,20230401.0,116.46,0.0,0.0,1.0,15.0,1.0,3.0,
68.0,20230301.0,169.67,0.0,0.0,1.0,14.0,1.0,3.0,
68.0,20250501.0,124.91,0.0,0.0,1.0,40.0,1.0,3.0,
68.0,20230101.0,175.96,0.0,0.0,1.0,12.0,1.0,3.0,
68.0,20240801.0,90.83,0.0,0.0,1.0,31.0,1.0,3.0,
68.0,20241101.0,70.49,0.0,0.0,1.0,34.0,1.0,3.0,
68.0,20220501.0,151.56,0.0,0.0,1.0,4.0,1.0,3.0,
68.0,20241001.0,194.02,0.0,0.0,1.0,33.0,1.0,3.0,
68.0,20240601.0,163.6,0.0,0.0,1.0,29.0,1.0,3.0,
68.0,20250301.0,133.12,0.0,0.0,1.0,38.0,1.0,3.0,
68.0,20230201.0,171.5,0.0,0.0,1.0,13.0,1.0,3.0,
68.0,20240201.0,188.58,0.0,0.0,1.0,25.0,1.0,3.0,
68.0,20230101.0,190.69,0.0,0.0,1.0,12.0,1.0,3.0,
68.0,20240301.0,142.19,0.0,0.0,1.0,26.0,1.0,3.0,
68.0,20220401.0,138.84,0.0,0.0,1.0,3.0,1.0,3.0,
68.0,20220601.0,114.9,0.0,0.0,1.0,5.0,1.0,3.0,
68.0,20241201.0,156.82,0.0,0.0,1.0,35.0,1.0,3.0,
68.0,20230801.0,72.07,0.0,0.0,1.0,19.0,1.0,3.0,
68.0,20240901.0,188.32,0.0,0.0,1.0,32.0,1.0,3.0,
68.0,20231201.0,100.45,0.0,0.0,1.0,23.0,1.0,3.0,
68.0,20221001.0,162.76,0.0,0.0,1.0,9.0,1.0,3.0,
68.0,20240101.0,188.16,0.0,0.0,1.0,24.0,1.0,3.0,
68.0,20230501.0,161.64,0.0,0.0,1.0,16.0,1.0,3.0,
68.0,20250601.0,167.98,0.0,0.0,1.0,41.0,1.0,3.0,
68.0,20230901.0,186.94,0.0,0.0,1.0,20.0,1.0,3.0,
68.0,20240401.0,162.92,0.0,0.0,1.0,27.0,1.0,3.0,
68.0,20231101.0,192.66,0.0,0.0,1.0,22.0,1.0,3.0,
68.0,20250201.0,160.74,0.0,0.0,1.0,37.0,1.0,3.0,
68.0,20230601.0,132.68,0.0,0.0,1.0,17.0,1.0,3.0,
68.0,20250401.0,170.88,0.0,0.0,1.0,39.0,1.0,3.0,
68.0,20221201.0,120.68,0.0,0.0,1.0,11.0,1.0,3.0,
68.0,20220301.0,193.57,0.0,0.0,1.0,1.0,1.0,3.0,
68.0,20221101.0,173.12,0.0,0.0,1.0,10.0,1.0,3.0,
68.0,20220201.0,124.3,0.0,0.0,1.0,1.0,1.0,3.0,
68.0,20240101.0,160.06,0.0,0.0,1.0,24.0,1.0,3.0,
68.0,20240501.0,191.13,0.0,0.0,1.0,28.0,1.0,3.0,
68.0,20220101.0,158.07,0.0,0.0,1.0,0.0,1.0,3.0,
68.0,20220901.0,196.22,0.0,0.0,1.0,8.0,1.0,3.0,
597.0,20220301.0,222.84,0.0,0.0,1.0,1.0,2.0,22.0,
597.0,20220201.0,248.68,0.0,0.0,1.0,1.0,2.0,22.0,
597.0,20220101.0,238.55,0.0,0.0,1.0,0.0,2.0,22.0,
69.0,20250101.0,203.96,0.0,0.0,1.0,36.0,5.0,22.0,
69.0,20250101.0,117.1,0.0,0.0,1.0,36.0,5.0,22.0,
69.0,20231001.0,155.55,0.0,0.0,1.0,21.0,5.0,22.0,
69.0,20220101.0,145.57,0.0,0.0,1.0,0.0,5.0,22.0,
69.0,20230401.0,137.22,0.0,0.0,1.0,15.0,5.0,22.0,
69.0,20230301.0,183.35,0.0,0.0,1.0,14.0,5.0,22.0,
69.0,20250501.0,193.44,0.0,0.0,1.0,40.0,5.0,22.0,
69.0,20230101.0,203.34,0.0,0.0,1.0,12.0,5.0,22.0,
69.0,20240801.0,135.0,0.0,0.0,1.0,31.0,5.0,22.0,
69.0,20241101.0,189.03,0.0,0.0,1.0,34.0,5.0,22.0,
69.0,20220501.0,193.39,0.0,0.0,1.0,4.0,5.0,22.0,
69.0,20241001.0,216.68,0.0,0.0,1.0,33.0,5.0,22.0,
69.0,20240601.0,166.84,0.0,0.0,1.0,29.0,5.0,22.0,
69.0,20250301.0,134.72,0.0,0.0,1.0,38.0,5.0,22.0,
69.0,20230201.0,188.73,0.0,0.0,1.0,13.0,5.0,22.0,
69.0,20240201.0,195.18,0.0,0.0,1.0,25.0,5.0,22.0,
69.0,20230101.0,155.89,0.0,0.0,1.0,12.0,5.0,22.0,
69.0,20240301.0,153.72,0.0,0.0,1.0,26.0,5.0,22.0,
69.0,20220401.0,141.78,0.0,0.0,1.0,3.0,5.0,22.0,
69.0,20220601.0,198.8,0.0,0.0,1.0,5.0,5.0,22.0,
69.0,20241201.0,188.39,0.0,0.0,1.0,35.0,5.0,22.0,
69.0,20230801.0,166.51,0.0,0.0,1.0,19.0,5.0,22.0,
69.0,20240901.0,189.27,0.0,0.0,1.0,32.0,5.0,22.0,
69.0,20231201.0,174.39,0.0,0.0,1.0,23.0,5.0,22.0,
69.0,20221001.0,199.99,0.0,0.0,1.0,9.0,5.0,22.0,
69.0,20240101.0,180.33,0.0,0.0,1.0,24.0,5.0,22.0,
69.0,20230501.0,201.73,0.0,0.0,1.0,16.0,5.0,22.0,
69.0,20250601.0,171.52,0.0,0.0,1.0,41.0,5.0,22.0,
69.0,20230901.0,180.82,0.0,0.0,1.0,20.0,5.0,22.0,
69.0,20240401.0,167.28,0.0,0.0,1.0,27.0,5.0,22.0,
69.0,20231101.0,201.5,0.0,0.0,1.0,22.0,5.0,22.0,
69.0,20250201.0,184.31,0.0,0.0,1.0,37.0,5.0,22.0,
69.0,20230601.0,166.49,0.0,0.0,1.0,17.0,5.0,22.0,
69.0,20250401.0,196.5,0.0,0.0,1.0,39.0,5.0,22.0,
69.0,20221201.0,194.38,0.0,0.0,1.0,11.0,5.0,22.0,
69.0,20220301.0,207.56,0.0,0.0,1.0,1.0,5.0,22.0,
69.0,20221101.0,201.8,0.0,0.0,1.0,10.0,5.0,22.0,
69.0,20220201.0,183.65,0.0,0.0,1.0,1.0,5.0,22.0,
69.0,20240101.0,204.01,0.0,0.0,1.0,24.0,5.0,22.0,
69.0,20240501.0,205.36,0.0,0.0,1.0,28.0,5.0,22.0,
69.0,20220101.0,189.45,0.0,0.0,1.0,0.0,5.0,22.0,
69.0,20220901.0,198.0,0.0,0.0,1.0,8.0,5.0,22.0,
8.0,20250101.0,187.13,0.0,0.0,1.0,36.0,1.0,3.0,
8.0,20250101.0,126.15,0.0,0.0,1.0,36.0,1.0,3.0,
8.0,20231001.0,202.55,0.0,0.0,1.0,21.0,1.0,3.0,
8.0,20220101.0,161.62,0.0,0.0,1.0,0.0,1.0,3.0,
8.0,20230401.0,135.21,0.0,0.0,1.0,15.0,1.0,3.0,
8.0,20230301.0,185.22,0.0,0.0,1.0,14.0,1.0,3.0,
8.0,20250501.0,194.23,0.0,0.0,1.0,40.0,1.0,3.0,
8.0,20230101.0,201.08,0.0,0.0,1.0,12.0,1.0,3.0,
8.0,20240801.0,91.8,0.0,0.0,1.0,31.0,1.0,3.0,
8.0,20241101.0,191.36,0.0,0.0,1.0,34.0,1.0,3.0,
8.0,20220501.0,184.64,0.0,0.0,1.0,4.0,1.0,3.0,
8.0,20241001.0,209.58,0.0,0.0,1.0,33.0,1.0,3.0,
8.0,20240601.0,172.47,0.0,0.0,1.0,29.0,1.0,3.0,
8.0,20250301.0,100.97,0.0,0.0,1.0,38.0,1.0,3.0,
8.0,20230201.0,184.57,0.0,0.0,1.0,13.0,1.0,3.0,
8.0,20240201.0,186.64,0.0,0.0,1.0,25.0,1.0,3.0,
8.0,20230101.0,187.66,0.0,0.0,1.0,12.0,1.0,3.0,
8.0,20240301.0,150.38,0.0,0.0,1.0,26.0,1.0,3.0,
