date_fk,employee_fk,salary,risk_score,risk_factors
20240415,63,1800,0.20763492063492067,Salary Competitive Risk
20240415,64,1900,0.30216666666666664,Salary Competitive Risk
20240415,65,2000,0.5017380952380952,Healthy Profile
20240415,66,2100,0.24457142857142852,Healthy Profile
20240415,67,2200,0.7354166666666667,Healthy Profile
20240415,68,2300,0.4422500000000001,Healthy Profile
20240415,69,2400,0.07974999999999999,Healthy Profile
20240415,70,1500,0.06327777777777777,Salary Competitive Risk
20240415,71,1600,0.01,Salary Competitive Risk
20240415,72,1700,0.051166666666666666,Salary Competitive Risk
20240415,73,1800,0.3058888888888889,Salary Competitive Risk
20240415,74,1900,0.23042857142857137,Salary Competitive Risk
20240415,75,2000,0.012011904761904762,Healthy Profile
20240415,76,2100,0.0,New Joiner Fragility
20240415,77,2200,0.039,Healthy Profile
20240415,78,2300,0.251547619047619,Healthy Profile
20240415,79,2400,0.5745833333333333,Healthy Profile
20240415,80,1500,0.0,Salary Competitive Risk
20240415,81,1600,0.0,Salary Competitive Risk | New Joiner Fragility
20240415,82,1700,0.2700952380952381,Salary Competitive Risk
20240415,83,1800,0.2295555555555556,Salary Competitive Risk
20240415,84,1900,0.02541666666666667,Salary Competitive Risk
20240415,85,2000,0.00625,Healthy Profile
20240415,86,2100,0.061071428571428575,Healthy Profile
20240415,87,2200,0.19673809523809524,Healthy Profile
20240415,88,2300,0.22724603174603172,Healthy Profile
20240415,89,2400,0.496797619047619,Healthy Profile
20240415,90,1500,0.0459047619047619,Salary Competitive Risk
20240415,91,1600,0.15616666666666668,Salary Competitive Risk
20240415,92,1700,0.019761904761904762,Salary Competitive Risk
20240415,93,1800,0.25933730158730156,Salary Competitive Risk | New Joiner Fragility
20240415,94,1900,0.01933333333333333,Salary Competitive Risk | New Joiner Fragility
20240415,95,2000,0.13195238095238093,Healthy Profile
20240415,96,2100,0.03283333333333333,Healthy Profile
20240415,97,2200,0.06309523809523811,Healthy Profile
20240415,98,2300,0.04033333333333333,Healthy Profile
20240415,99,2400,0.5502301587301587,Healthy Profile
20240415,100,1500,0.0,Salary Competitive Risk | New Joiner Fragility
20240415,101,1600,0.07245238095238096,Salary Competitive Risk
20240415,102,1700,0.012261904761904762,Salary Competitive Risk
20240415,103,1800,0.142,Salary Competitive Risk
20240415,104,1900,0.042249999999999996,Salary Competitive Risk
20240415,105,2000,0.2632380952380952,Healthy Profile
20240415,106,2100,0.09036904761904763,Healthy Profile
20240415,107,2200,0.11583333333333334,Healthy Profile
20240415,108,2300,0.06906746031746033,Healthy Profile
20240415,109,2400,0.01908333333333333,Healthy Profile
20240415,110,1500,0.0,Salary Competitive Risk
20240415,111,1600,0.02,Salary Competitive Risk
20240415,112,1700,0.3849761904761906,Salary Competitive Risk
20240415,113,1800,0.6060436507936509,Salary Competitive Risk
20240415,114,1900,0.23435714285714287,Salary Competitive Risk
20240415,115,2000,0.2898095238095238,Healthy Profile
20240415,116,2100,0.3060793650793652,Healthy Profile
20240415,117,2200,0.14173809523809525,Healthy Profile
20240415,118,2300,0.08228571428571428,Healthy Profile
20240415,119,2400,0.3871666666666666,Healthy Profile
20240415,120,1500,0.16812301587301587,Salary Competitive Risk
20240415,121,1600,0.013333333333333332,Salary Competitive Risk
20240415,122,1700,0.564202380952381,Salary Competitive Risk
20240415,123,1800,0.09502380952380954,Salary Competitive Risk
20240415,124,1900,0.34979365079365077,Salary Competitive Risk | New Joiner Fragility
20240415,125,2000,0.08752380952380952,Healthy Profile
20240415,126,2100,0.06909523809523808,Healthy Profile
20240415,127,2200,0.07180555555555555,Healthy Profile
20240415,128,2300,0.06906746031746033,Healthy Profile
20240415,129,2400,0.4296666666666667,Healthy Profile
20240415,130,1500,0.06327777777777777,Salary Competitive Risk
20240415,131,1600,0.0,Salary Competitive Risk
20240415,132,1700,0.4322619047619047,Salary Competitive Risk
20240415,133,1800,0.007083333333333333,Salary Competitive Risk
20240415,134,1900,0.22294047619047613,Salary Competitive Risk
20240415,135,2000,0.015,Healthy Profile
20240415,136,2100,0.7178214285714286,Healthy Profile
20240415,137,2200,0.0767222222222222,Healthy Profile
20240415,138,2300,0.2057857142857143,Healthy Profile
20240415,139,2400,0.01961904761904762,Healthy Profile
20240415,140,1500,0.0,Salary Competitive Risk
20240415,141,1600,0.016785714285714286,Salary Competitive Risk
20240415,142,1700,0.052000000000000005,Salary Competitive Risk
20240415,143,1800,0.013749999999999998,Salary Competitive Risk
20240415,144,1900,0.08616666666666666,Salary Competitive Risk
20240415,145,2000,0.012011904761904762,Healthy Profile
20240415,146,2100,0.8464523809523807,Healthy Profile
20240415,147,2200,0.13222222222222224,Healthy Profile
20240415,148,2300,0.12783333333333333,Healthy Profile
20240415,149,2400,0.21860714285714283,Healthy Profile
20240415,150,1500,0.0,Salary Competitive Risk
20240415,151,1600,0.0,Salary Competitive Risk
20240415,152,1700,0.7551666666666667,Salary Competitive Risk
20240415,153,1800,0.01,Salary Competitive Risk
20240415,154,1900,0.20395238095238097,Salary Competitive Risk
20240415,155,2000,0.32057142857142856,Healthy Profile
20240415,156,2100,0.006666666666666666,Healthy Profile
20240415,157,2200,0.18157142857142858,Healthy Profile
20240415,158,2300,0.13105555555555554,Healthy Profile
20240415,159,2400,0.04528571428571428,Healthy Profile
20240415,160,1500,0.0,Salary Competitive Risk
20240415,161,1600,0.24984523809523806,Salary Competitive Risk
20240415,162,1700,0.4835238095238097,Salary Competitive Risk
20240415,163,1800,0.010416666666666664,Salary Competitive Risk
20240415,164,1900,0.46535714285714286,Salary Competitive Risk
20240415,165,2000,0.43840476190476196,Healthy Profile
20240415,166,2100,0.11113888888888887,Healthy Profile
20240415,167,2200,0.0365,Healthy Profile
20240415,168,2300,0.32858730158730154,Healthy Profile
20240415,169,2400,0.03325,Healthy Profile
20240415,170,1500,0.10257142857142856,Salary Competitive Risk
20240415,171,1600,0.014285714285714285,Salary Competitive Risk
20240415,172,1700,0.026666666666666665,Salary Competitive Risk
20240415,173,1800,0.0,Salary Competitive Risk
20240415,174,1900,0.31246031746031744,Salary Competitive Risk | New Joiner Fragility
20240415,175,2000,0.16323809523809524,Healthy Profile
20240415,176,2100,0.0,New Joiner Fragility
20240415,177,2200,0.10620634920634922,Healthy Profile
20240415,178,2300,0.0075,Healthy Profile
20240415,179,2400,0.04050000000000001,Healthy Profile
20240415,180,1500,0.07327777777777778,Salary Competitive Risk
20240415,181,1600,0.06911904761904764,Salary Competitive Risk
20240415,182,1700,0.1104285714285714,Salary Competitive Risk
20240415,183,1800,0.025416666666666664,Salary Competitive Risk
20240415,184,1900,0.34164285714285714,Salary Competitive Risk | New Joiner Fragility
20240415,185,2000,0.03142857142857143,Healthy Profile
20240415,186,2100,0.0495,Healthy Profile
20240415,187,2200,0.11870634920634922,Healthy Profile
20240415,188,2300,0.029583333333333336,Healthy Profile
20240415,189,2400,0.01608333333333333,Healthy Profile
20240415,190,1500,0.0,Salary Competitive Risk
20240415,191,1600,0.016785714285714286,Salary Competitive Risk
20240415,192,1700,0.46117857142857155,Salary Competitive Risk
20240415,193,1800,0.0,Salary Competitive Risk
20240415,194,1900,0.37544047619047627,Salary Competitive Risk
20240415,195,2000,0.3309285714285714,Healthy Profile
20240415,196,2100,0.4328452380952381,Healthy Profile
20240415,197,2200,0.3074285714285714,Healthy Profile
20240415,198,2300,0.9552777777777779,Healthy Profile
20240415,199,2400,0.01608333333333333,Healthy Profile
20240415,200,1500,0.0,Salary Competitive Risk
20240415,201,1600,0.0,Salary Competitive Risk
20240415,202,1700,0.046761904761904755,Salary Competitive Risk
20240415,203,1800,0.28924603174603175,Salary Competitive Risk
20240415,204,1900,0.24051190476190473,Salary Competitive Risk
20240415,205,2000,0.049166666666666664,Healthy Profile
20240415,206,2100,0.006000000000000001,Healthy Profile
20240415,207,2200,0.02819047619047619,Healthy Profile
20240415,208,2300,0.32858730158730154,Healthy Profile
20240415,209,2400,0.05628571428571429,Healthy Profile
20240415,210,1500,0.0,Salary Competitive Risk
20240415,211,1600,0.003333333333333333,Salary Competitive Risk
20240415,212,1700,0.04066666666666666,Salary Competitive Risk
20240415,213,1800,0.079,Salary Competitive Risk
20240415,214,1900,0.7106785714285713,Salary Competitive Risk
20240415,215,2000,0.2472857142857143,Healthy Profile
20240415,216,2100,0.0025,Healthy Profile
20240415,217,2200,0.9243809523809524,New Joiner Fragility
20240415,218,2300,0.3667380952380953,Healthy Profile
20240415,219,2400,0.12244047619047618,New Joiner Fragility
20240415,220,1500,0.27149999999999996,Salary Competitive Risk
20240415,221,1600,0.003333333333333333,Salary Competitive Risk
20240415,222,1700,0.09974999999999998,Salary Competitive Risk
20240415,223,1800,0.06333333333333332,Salary Competitive Risk
20240415,224,1900,0.6524920634920636,Salary Competitive Risk | New Joiner Fragility
20240415,225,2000,0.049166666666666664,Healthy Profile
20240415,226,2100,0.10266666666666666,Healthy Profile
20240415,227,2200,0.15566666666666668,Healthy Profile
20240415,228,2300,0.02,New Joiner Fragility
20240415,229,2400,0.1330952380952381,Healthy Profile
20240415,230,1500,0.0,Salary Competitive Risk
20240415,231,1600,0.006666666666666666,Salary Competitive Risk
20240415,232,1700,0.01933333333333333,Salary Competitive Risk | New Joiner Fragility
20240415,233,1800,0.044500000000000005,Salary Competitive Risk
20240415,234,1900,0.19654761904761897,Salary Competitive Risk
20240415,235,2000,0.11010714285714286,Healthy Profile
20240415,236,2100,0.10310714285714283,Healthy Profile
20240415,237,2200,0.15481746031746033,Healthy Profile
20240415,238,2300,0.0075,Healthy Profile
20240415,239,2400,0.012416666666666664,Healthy Profile
20240415,240,1500,0.0,Salary Competitive Risk
20240415,241,1600,0.06911904761904764,Salary Competitive Risk
20240415,242,1700,0.17005555555555557,Salary Competitive Risk
20240415,243,1800,0.0605,Salary Competitive Risk
20240415,244,1900,0.1716190476190476,Salary Competitive Risk
20240415,245,2000,0.013928571428571427,Healthy Profile
20240415,246,2100,0.1995714285714285,Healthy Profile
20240415,247,2200,0.040428571428571425,Healthy Profile
20240415,248,2300,0.44012698412698426,Healthy Profile
20240415,249,2400,0.10519444444444444,Healthy Profile
20240415,250,1500,0.06916269841269843,Salary Competitive Risk
20240415,251,1600,0.005,Salary Competitive Risk
20240415,252,1700,0.021666666666666664,Salary Competitive Risk
20240415,253,1800,0.02,Salary Competitive Risk
20240415,254,1900,0.09221428571428573,Salary Competitive Risk
20240415,255,2000,0.029999999999999995,Healthy Profile
20240415,256,2100,0.06177380952380953,Healthy Profile
20240415,257,2200,0.25039285714285714,New Joiner Fragility
20240415,258,2300,0.03735714285714286,Healthy Profile
20240415,259,2400,0.01961904761904762,Healthy Profile
20240415,260,1500,0.0,Salary Competitive Risk
20240415,261,1600,0.0,Salary Competitive Risk | New Joiner Fragility
20240415,262,1700,0.13542857142857143,Salary Competitive Risk
20240415,263,1800,0.03233333333333333,Salary Competitive Risk
20240415,264,1900,0.2196071428571428,Salary Competitive Risk
20240415,265,2000,0.0025,Healthy Profile
20240415,266,2100,0.050928571428571434,Healthy Profile
20240415,267,2200,0.0016666666666666666,Healthy Profile
20240415,268,2300,0.09026190476190477,Healthy Profile
20240415,269,2400,0.03991666666666667,Healthy Profile
20240415,270,1500,0.0,Salary Competitive Risk
20240415,271,1600,0.056095238095238094,Salary Competitive Risk
20240415,272,1700,0.016666666666666666,Salary Competitive Risk
20240415,273,1800,0.014523809523809526,Salary Competitive Risk
20240415,274,1900,0.13341666666666666,Salary Competitive Risk
20240415,275,2000,0.04775,Healthy Profile
20240415,276,2100,0.40048412698412705,Healthy Profile
20240415,277,2200,0.16316666666666665,Healthy Profile
20240415,278,2300,0.12038095238095238,Healthy Profile
20240415,279,2400,0.09290873015873015,Healthy Profile
20240415,280,1500,0.07820634920634921,Salary Competitive Risk
20240415,281,1600,0.0,Salary Competitive Risk
20240415,282,1700,0.01933333333333333,Salary Competitive Risk | New Joiner Fragility
20240415,283,1800,0.042833333333333334,Salary Competitive Risk
20240415,284,1900,0.01933333333333333,Salary Competitive Risk | New Joiner Fragility
20240415,285,2000,0.01,New Joiner Fragility
20240415,286,2100,0.006000000000000001,Healthy Profile
20240415,287,2200,0.20365873015873018,Healthy Profile
20240415,288,2300,0.013333333333333332,Healthy Profile
20240415,289,2400,0.08849999999999998,Healthy Profile
20240415,290,1500,0.009428571428571429,Salary Competitive Risk
20240415,291,1600,0.003333333333333333,Salary Competitive Risk
20240415,292,1700,0.30713095238095234,Salary Competitive Risk
20240415,293,1800,0.002,Salary Competitive Risk | New Joiner Fragility
20240415,294,1900,0.21894047619047613,Salary Competitive Risk
20240415,295,2000,0.22382142857142864,Healthy Profile
20240415,296,2100,0.31473809523809515,Healthy Profile
20240415,297,2200,0.02819047619047619,Healthy Profile
20240415,298,2300,0.3708333333333333,Healthy Profile
20240415,299,2400,0.1120753968253968,Healthy Profile
20240415,300,1500,0.0,Salary Competitive Risk
20240415,301,1600,0.0014285714285714286,Salary Competitive Risk
20240415,302,1700,0.1255952380952381,Salary Competitive Risk
20240415,303,1800,0.026333333333333334,Salary Competitive Risk
20240415,304,1900,0.16495238095238093,Salary Competitive Risk
20240415,305,2000,0.06245238095238095,Healthy Profile
20240415,306,2100,0.08334126984126984,Healthy Profile
20240415,307,2200,0.45288095238095244,Healthy Profile
20240415,308,2300,0.35720238095238094,New Joiner Fragility
20240415,309,2400,0.04825,Healthy Profile
20240415,310,1500,0.0,Salary Competitive Risk
20240415,311,1600,0.01,Salary Competitive Risk
20240415,312,1700,0.3480952380952381,Salary Competitive Risk
20240415,313,1800,0.07066666666666667,Salary Competitive Risk
20240415,314,1900,0.21303571428571427,Salary Competitive Risk
20240415,315,2000,0.3704047619047618,Healthy Profile
20240415,316,2100,0.03892857142857143,Healthy Profile
20240415,317,2200,0.16230952380952376,Healthy Profile
20240415,318,2300,0.1112857142857143,Healthy Profile
20240415,319,2400,0.6016825396825396,Healthy Profile
20240415,320,1500,0.368734126984127,Salary Competitive Risk
20240415,321,1600,0.05999999999999999,Salary Competitive Risk
20240415,322,1700,0.12924999999999998,Salary Competitive Risk
20240415,323,1800,0.05833333333333333,Salary Competitive Risk
20240415,324,1900,0.6801190476190477,Salary Competitive Risk
20240415,325,2000,0.01,New Joiner Fragility
20240415,326,2100,0.039285714285714285,Healthy Profile
20240415,327,2200,0.040428571428571425,Healthy Profile
20240415,328,2300,0.4427142857142857,Healthy Profile
20240415,329,2400,0.5019404761904762,Healthy Profile
20240415,330,1500,0.12204365079365079,Salary Competitive Risk
20240415,331,1600,0.01,Salary Competitive Risk
20240415,332,1700,0.3429642857142858,Salary Competitive Risk
20240415,333,1800,0.15238095238095237,Salary Competitive Risk
20240415,334,1900,0.3091190476190475,Salary Competitive Risk
20240415,335,2000,0.22886904761904767,Healthy Profile
20240415,336,2100,0.0,New Joiner Fragility
20240415,337,2200,0.919190476190476,Healthy Profile
20240415,338,2300,0.1585,Healthy Profile
20240415,339,2400,0.43666666666666665,Healthy Profile
20240415,340,1500,0.01,Salary Competitive Risk
20240415,341,1600,0.42911904761904773,Salary Competitive Risk
20240415,342,1700,0.16075000000000003,Salary Competitive Risk
20240415,343,1800,0.1965,Salary Competitive Risk
20240415,344,1900,0.9750833333333334,Salary Competitive Risk
20240415,345,2000,0.06833333333333333,Healthy Profile
20240415,346,2100,0.15045238095238095,Healthy Profile
20240415,347,2200,0.06672222222222222,Healthy Profile
20240415,348,2300,0.16333333333333336,Healthy Profile
20240415,349,2400,0.12169444444444444,Healthy Profile
20240415,350,1500,0.08416269841269841,Salary Competitive Risk
20240415,351,1600,0.03602380952380952,Salary Competitive Risk
20240415,352,1700,0.7750000000000001,Salary Competitive Risk | New Joiner Fragility
20240415,353,1800,0.13883333333333334,Salary Competitive Risk
20240415,354,1900,0.026476190476190476,Salary Competitive Risk | New Joiner Fragility
20240415,355,2000,0.016428571428571428,Healthy Profile
20240415,356,2100,0.06592857142857143,Healthy Profile
20240415,357,2200,0.09009523809523809,Healthy Profile
20240415,358,2300,0.17327380952380952,Healthy Profile
20240415,359,2400,0.177,Healthy Profile
20240415,360,1500,0.0,Healthy Profile
20240415,361,1600,0.0,Healthy Profile
20240415,362,1700,0.0,Healthy Profile
20240415,363,1800,0.0,Healthy Profile
20240415,364,1900,0.0,Healthy Profile
